552.400000000000,400000000000,Superintendência da Região de Saúde Leste,SES/SRSLE
552.4001,40010000000,Núcleo de Ensino e Pesquisa,SES/SRSLE/NUEP
552.4002,40020000000,Núcleo de Prevenção e Assistência a Situações de Violência,SES/SRSLE/NUPAV
552.4003,40030000000,Diretoria Administrativa,SES/SRSLE/DA
552.400301,40030100000,Gerência de Orçamento e Finanças,SES/SRSLE/DA/GEOF
552.400302,40030200000,Gerência de Pessoas,SES/SRSLE/DA/GP
552.40030201,40030201000,Núcleo de Controle de Escalas,SES/SRSLE/DA/GP/NCE
552.40030202,40030202000,Núcleo de Educação Permanente em Saúde,SES/SRSLE/DA/GP/NEPS
552.40030203,40030203000,Núcleo de Gestão de Pessoas das Unidades de Atenção Especializada da Região Leste,SES/SRSLE/DA/GP/NGPESP-LE
552.40030205,40030205000,"Núcleo de Segurança, Higiene e Medicina do Trabalho no Paranoá",SES/SRSLE/DA/GP/NSHMT
552.40030206,40030206000,Núcleo de Gestão de Pessoas das Unidades de Atenção Primária da Região Leste,SES/SRSLE/DA/GP/NGPAPS-LE
552.40030507,40030207000,Núcleo de Gestão de Pessoas das Unidades de Atenção Secundária da Região Leste,SES/SRSLE/DA/GP/NGPSEC-LE
552.400303,40030300000,Gerência de Apoio Operacional das Unidades de Atenção Especializada da Região Leste,SES/SRSLE/DA/GAOESP-LE
552.40030301,40030301000,Núcleo de Atividades Gerais e Manutenção Predial,SES/SRSLE/DA/GAOESP-LE/NAGMP
552.40030302,40030302000,Núcleo de Hotelaria em Saúde,SES/SRSLE/DA/GAOESP-LE/NHS
552.40030303,40030303000,Núcleo de Farmácia Hospitalar,SES/SRSLE/DA/GAOESP-LE/NFH
552.40030304,40030304000,Núcleo de Engenharia Clínica e Física Médica,SES/SRSLE/DA/GAOESP-LE/NECFM
552.40030305,40030305000,Núcleo de Almoxarifado,SES/SRSLE/DA/GAOESP-LE/NUAL
552.40030306,40030306000,Núcleo de Material Esterilizado,SES/SRSLE/DA/GAOESP-LE/NME
552.40030307,40030307000,Núcleo de Patrimônio e Documentação Administrativa,SES/SRSLE/DA/GAOESP-LE/NPDOC
552.40030308,40030308000,Núcleo de Transporte,SES/SRSLE/DA/GAOESP-LE/NT
552.40030309,40030309000,Núcleo de Tecnologia da Informação,SES/SRSLE/DA/GAOESP-LE/NTINF
