552.390000000000,390000000000,Superintendência da Região de Saúde Norte,SES/SRSNO
552.3901,39010000000,Núcleo de Ensino e Pesquisa,SES/SRSNO/NUEP
552.3902,39020000000,Núcleo de Prevenção e Assistência a Situações de Violência,SES/SRSNO/NUPAV
552.3903,39030000000,Diretoria Administrativa,SES/SRSNO/DA
552.390301,39030100000,Gerência de Orçamento e Finanças,SES/SRSNO/DA/GEOF
552.390302,39030200000,Gerência de Pessoas,SES/SRSNO/DA/GP
552.39030201,39030201000,Núcleo de Controle de Escalas,SES/SRSNO/DA/GP/NCE
552.39030202,39030202000,Núcleo de Educação Permanente em Saúde,SES/SRSNO/DA/GP/NEPS
552.39030203,39030203000,Núcleo de Gestão de Pessoas das Unidades de Atenção Especializada em Planaltina,SES/SRSNO/DA/GP/NGPESP-PLA
552.39030204,39030204000,Núcleo de Gestão de Pessoas das Unidades de Atenção Especializada em Sobradinho,SES/SRSNO/DA/GP/NGPESP-SOB
552.39030205,39030205000,"Núcleo de Segurança, Higiene e Medicina do Trabalho em Planaltina",SES/SRSNO/DA/GP/NSHMT-PLA
552.39030206,39030206000,"Núcleo de Segurança, Higiene e Medicina do Trabalho em Sobradinho",SES/SRSNO/DA/GP/NSHMT-SOB
552.39030207,39030207000,Núcleo de Gestão de Pessoas das Unidades de Atenção Primária da Região Norte,SES/SRSNO/DA/GP/NGPAPS-NO
552.39030208,39030208000,Núcleo de Gestão de Pessoas das Unidades de Atenção Secundária da Região Norte,SES/SRSNO/DA/GP/NGPSEC-NO
552.390303,39030300000,Gerência de Apoio Operacional das Unidades de Atenção Especializada em Planaltina,SES/SRSNO/DA/GAOESP-PLA
552.39030301,39030301000,Núcleo de Atividades Gerais e Manutenção Predial,SES/SRSNO/DA/GAOESP-PLA/NAGMP
552.39030302,39030302000,Núcleo de Hotelaria em Saúde,SES/SRSNO/DA/GAOESP-PLA/NHS
552.39030303,39030303000,Núcleo de Farmácia Hospitalar,SES/SRSNO/DA/GAOESP-PLA/NFH
552.39030304,39030304000,Núcleo de Engenharia Clínica e Física Médica,SES/SRSNO/DA/GAOESP-PLA/NECFM
552.39030305,39030305000,Núcleo de Almoxarifado,SES/SRSNO/DA/GAOESP-PLA/NUAL
552.39030306,39030306000,Núcleo de Material Esterilizado,SES/SRSNO/DA/GAOESP-PLA/NME
552.39030307,39030307000,Núcleo de Patrimônio e Documentação Administrativa,SES/SRSNO/DA/GAOESP-PLA/NPDOC
552.39030308,39030308000,Núcleo de Transporte,SES/SRSNO/DA/GAOESP-PLA/NT
552.39030309,39030309000,Núcleo de Tecnologia da Informação,SES/SRSNO/DA/GAOESP-PLA/NTINF
552.390304,39030400000,Gerência de Apoio Operacional das Unidades de Atenção Especializada em Sobradinho,SES/SRSNO/DA/GAOESP-SOB
552.39030401,39030401000,Núcleo de Atividades Gerais e Manutenção Predial,SES/SRSNO/DA/GAOESP-SOB/NAGMP
552.39030402,39030402000,Núcleo de Hotelaria em Saúde,SES/SRSNO/DA/GAOESP-SOB/NHS
552.39030403,39030403000,Núcleo de Farmácia Hospitalar,SES/SRSNO/DA/GAOESP-SOB/NFH
552.39030404,39030404000,Núcleo de Engenharia Clínica e Física Médica,SES/SRSNO/DA/GAOESP-SOB/NECFM
552.39030405,39030405000,Núcleo de Almoxarifado,SES/SRSNO/DA/GAOESP-SOB/NUAL
552.39030406,39030406000,Núcleo de Material Esterilizado,SES/SRSNO/DA/GAOESP-SOB/NME
552.39030407,39030407000,Núcleo de Patrimônio e Documentação Administrativa,SES/SRSNO/DA/GAOESP-SOB/NPDOC
552.39030408,39030408000,Núcleo de Transporte,SES/SRSNO/DA/GAOESP-SOB/NT
552.39030409,39030409000,Núcleo de Tecnologia da Informação,SES/SRSNO/DA/GAOESP-SOB/NTINF
552.390305,39030500000,Gerência de Apoio Operacional das Unidades de Atenção Primária da Região Norte,SES/SRSNO/DA/GAOAPS-NO
552.39030501,39030501000,"Núcleo de Atividades Gerais, Manutenção Predial e Transporte",SES/SRSNO/DA/GAOAPS-NO/NAGMPT
552.39030502,39030502000,Núcleo de Logística Farmacêutica,SES/SRSNO/DA/GAOAPS-NO/NLF
552.39030503,39030503000,Núcleo de Hotelaria em Saúde,SES/SRSNO/DA/GAOAPS-NO/NHS
552.39030504,39030504000,Núcleo de Almoxarifado,SES/SRSNO/DA/GAOAPS-NO/NUAL
552.39030505,39030505000,Núcleo de Patrimônio e Documentação Administrativa,SES/SRSNO/DA/GAOAPS-NO/NPDOC
552.39030506,39030506000,Núcleo de Tecnologia da Informação,SES/SRSNO/DA/GAOAPS-NO/NTINF
552.3904,39040000000,Diretoria do Hospital Regional de Planaltina,SES/SRSNO/HRPL
552.390401,39040100000,Ouvidoria,SES/SRSNO/HRPL/OUVIDORIA
552.390402,39040200000,Núcleo de Controle de Infecção Hospitalar,SES/SRSNO/HRPL/NCIH
552.390403,39040300000,Núcleo Hospitalar de Epidemiologia,SES/SRSNO/HRPL/NHEP
552.390404,39040400000,Núcleo de Qualidade e Segurança do Paciente,SES/SRSNO/HRPL/NQSP
552.390417,39041700000,Gerência de Emergência,SES/SRSNO/HRPL/GEMERG
552.390418,39041800000,Gerência de Enfermagem,SES/SRSNO/HRPL/GENF
552.390419,39041900000,Gerência de Assistência Multidisciplinar e Apoio Diagnóstico,SES/SRSNO/HRPL/GAMAD
552.39041901,39041901000,Núcleo de Banco de Leite Humano,SES/SRSNO/HRPL/GAMAD/NBLH
552.39041902,39041902000,Núcleo de Hematologia e Hemoterapia,SES/SRSNO/HRPL/GAMAD/NHH
552.39041903,39041903000,Núcleo de Patologia Clínica,SES/SRSNO/HRPL/GAMAD/NUPAC
