552.70000000000,070000000000,Subsecretaria de Atenção Integral à Saúde,SES/SAIS
552.701,70100000000,Coordenação de Atenção Primária à Saúde,SES/SAIS/COAPS
552.70102,70102000000,Diretoria de Áreas Estratégicas da Atenção Primária,SES/SAIS/COAPS/DAEAP
552.7010201,70102010000,Gerência de Atenção à Saúde de Populações em Situação Vulnerável e Programas Especiais,SES/SAIS/COAPS/DAEAP/GASPVP
552.7010202,70102020000,Gerência de Saúde do Sistema Prisional,SES/SAIS/COAPS/DAEAP/GESSP
552.7010204,70102040000,Gerência de Práticas Integrativas em Saúde,SES/SAIS/COAPS/DAEAP/GERPIS
552.70103,70103000000,Diretoria da Estratégia Saúde da Família,SES/SAIS/COAPS/DESF
552.7010301,70103010000,Gerência da Estratégia Saúde da Família,SES/SAIS/COAPS/DESF/GESFAM
552.7010302,70103020000,Gerência de Apoio à Saúde da Família,SES/SAIS/COAPS/DESF/GASF
552.7010303,70103030000,Gerência de Qualidade na Atenção Primária,SES/SAIS/COAPS/DESF/GEQUALI
552.70104,70104000000,Assessoria de Atenção Primária,SES/SAIS/COAPS/AAP
552.702,70200000000,Coordenação de Atenção Secundária e Integração de Serviços,SES/SAIS/COASIS
552.70201,70201000000,Diretoria de Atenção Secundária e Integração de Serviços,SES/SAIS/COASIS/DASIS
552.7020102,70201020000,Gerência de Serviços de Saúde Funcional,SES/SAIS/COASIS/DASIS/GESSF
552.702010201,70201020100,"Núcleo de Atendimento Ambulatorial de Órteses, Próteses e Materiais Especiais",SES/SAIS/DASIS/GESSF/NAOPME
552.702010202,70201020200,Núcleo de Produção de Órteses e Próteses,SES/SAIS/DASIS/GESSF/NUPOP
552.7020103,70201030000,Gerência de Serviços Social,SES/SAIS/COASIS/DASIS/GSS
552.7020104,70201040000,Gerência de Serviços de Odontologia,SES/SAIS/COASIS/DASIS/GEO
552.7020105,70201050000,Gerência de Serviços de Nutrição,SES/SAIS/COASIS/DASIS/GESNUT
552.702010501,70201050100,Central de Nutrição Domiciliar,SES/SAIS/DASIS/GESNUT/CNUD
552.7020108,70201080000,Gerência de Serviços Ambulatoriais,SES/SAIS/COASIS/DASIS/GESAMB
552.70202,70202000000,Diretoria de Serviços de Saúde Mental,SES/SAIS/COASIS/DISSAM
552.7020201,70202010000,Gerência de Serviços de Saúde Mental,SES/SAIS/COASIS/DISSAM/GESSAM
552.7020202,70202020000,Gerência de Normalização e Apoio em Saúde Mental,SES/SAIS/COASIS/DISSAM/GENASAM
552.7020203,70202030000,Gerência de Serviços de Psicologia,SES/SAIS/COASIS/DISSAM/GPSI
